title,description,link,text,category,predicted_category
All you need to know about the Champions League final,Our Ask Me Anything team tell you all you need to know about the 2026 Champions League final between Arsenal and Paris St-Germain. ,https://www.bbc.com/sport/articles/cx21p247016o?at_medium=RSS&at_campaign=rss,need know champion league final ask team tell need know champions league final arsenal paris germain,sport,sport
Why was Neves handball against Bayern not a penalty? ,"Bayern Munich players, coaching staff and fans at the Allianz Arena were in disbelief after they were denied a penalty for a handball by Joao Neves in their semi-final second leg against Paris St-Germain. ",https://www.bbc.com/sport/articles/c4gvmmg0yr8o?at_medium=RSS&at_campaign=rss,neve handball bayern penalty bayern munich player coach staff fan allianz arena disbelief deny penalty handball joao neve semi final second leg paris germain,sport,sport
Inside Man City's WSL title-winning season,Manchester City have won a first Women's Super League title in 10 years - but how did they achieve it?,https://www.bbc.com/sport/football/articles/c2lrzd4x02vo?at_medium=RSS&at_campaign=rss,inside man city wsl title win season manchester city win woman super league title year achieve,sport,sport
'No substitutes in tennis' - why are so many British players injured?,British tennis players have struggled with injuries throughout the clay-court season - but why?,https://www.bbc.com/sport/tennis/articles/cd6p43qgypgo?at_medium=RSS&at_campaign=rss,substitute tennis british player injure british tennis player struggle injury clay court season,sport,sport
What are European stakes for Scottish clubs in closing games?,"Scotland clings on to five European places for one more season, so who gets what at the end of this campaign?",https://www.bbc.com/sport/football/articles/cg73v50kjj4o?at_medium=RSS&at_campaign=rss,european stake scottish club closing game scotland cling european place season get end campaign,sport,sport
"Injury row, yacht trip & petition - what's going on with Mbappe?",It's been a difficult second season for Kylian Mbappe at Real Madrid. What's gone wrong? ,https://www.bbc.com/sport/football/articles/cdeplyje9zzo?at_medium=RSS&at_campaign=rss,injury row yacht trip petition mbappe difficult second season kylian mbappe real madrid wrong,sport,sport
What does Antonelli's improvement mean for Russell? F1 Q&A,BBC Sport F1 correspondent Andrew Benson answers your latest questions after the Miami Grand Prix.,https://www.bbc.com/sport/formula1/articles/c4g4z98xk1po?at_medium=RSS&at_campaign=rss,antonelli improvement mean russell bbc sport correspondent andrew benson answer late question miami grand prix,sport,sport
"Running 100 marathons in 100 days, having never run 18 months before",Hannah Cox had never run before but set herself a target of 100 marathons in 100 days across India as a 'love letter' to her late father. Here's how she did it.,https://www.bbc.com/sport/articles/c4gxjg35jj4o?at_medium=RSS&at_campaign=rss,run marathon day having run month hannah cox run set target marathon day india love letter late father,sport,political
Another Sunday In Hell: The brutal race that thwarts the greats,Paris-Roubaix's remains elite's sport's most volatile journey of daring and dust. And the Hell of the North is the one race legend Tadej Pogacar still can't win.,https://www.bbc.com/sport/cycling/articles/cx2vld6yl3no?at_medium=RSS&at_campaign=rss,sunday hell brutal race thwart great paris roubaix remain elite sport volatile journey daring dust hell north race legend tadej pogacar win,sport,sport
The Briton who remains in demand in NBA at 74,"BBC Sport charts the remarkable career of Alex McKechnie, who left Scotland to become one of the NBA's top physiotherapists with a reputation of saving basketball careers.",https://www.bbc.com/sport/basketball/articles/cqxldyldrreo?at_medium=RSS&at_campaign=rss,briton remain demand nba bbc sport chart remarkable career alex mckechnie leave scotland nba physiotherapist reputation save basketball career,sport,sport
"54 years, 48 leagues, 2,000 grounds - the ultimate football odyssey","BBC Sport travels with the UK's ultimate groundhopper to the final match of a decades-long, history-making journey.",https://www.bbc.com/sport/football/articles/cqj920d1wndo?at_medium=RSS&at_campaign=rss,year league ground ultimate football odyssey bbc sport travel ultimate groundhopper final match decade long history make journey,sport,sport
When football turned to penalties to end 'cruel' system,No-one knew what to expect at football's first official penalty shootout - and no-one wanted to go down in history as the first to miss.,https://www.bbc.com/sport/football/articles/cr71enxvrd3o?at_medium=RSS&at_campaign=rss,football turn penalty end cruel system know expect football official penalty shootout want history miss,sport,sport
Four hours inside Bellamy's office - and the Wales boss' complex mind,"Wales boss Craig Bellamy discusses everything from football to Balkan history - and playing Ken and Barbie - in an exclusive, in-depth interview with BBC Sport.",https://www.bbc.com/sport/football/articles/cy9g7vrj9qyo?at_medium=RSS&at_campaign=rss,hour inside bellamy office wale boss complex mind wale boss craig bellamy discuss football balkan history play ken barbie exclusive depth interview bbc sport,sport,sport
How safe is bare-knuckle boxing as it fights for mainstream appeal?,A new BBC documentary looks at the rise of bare-knuckle boxing as fighter Liam 'Rocky' Rees tells BBC Sport why he loves the adrenaline.,https://www.bbc.com/sport/articles/ckglvpm2m8mo?at_medium=RSS&at_campaign=rss,safe bare knuckle box fight mainstream appeal new bbc documentary look rise bare knuckle boxing fighter liam rocky rees tell bbc sport love adrenaline,sport,sport
Infantino's 'hot dog & Coke' pledge over $2m ticket,"Fifa president Gianni Infantino says he will ""personally bring a hot dog and a Coke"" to anyone who buys a World Cup final ticket for $2m. ",https://www.bbc.com/sport/football/articles/czx2nk2q7lgo?at_medium=RSS&at_campaign=rss,infantino hot dog coke pledge ticket fifa president gianni infantino say personally bring hot dog coke buy world cup final ticket,sport,sport
Bartley exits as Livingston manager after relegation,"Marvin Bartley resigns as head coach of relegated Livingston, with Scott Arfield heading an interim management team for the remaining three matches.",https://www.bbc.com/sport/football/articles/ce8pmr5m56lo?at_medium=RSS&at_campaign=rss,bartley exit livingston manager relegation marvin bartley resign head coach relegated livingston scott arfield head interim management team remain match,sport,sport
From wild card to underdog - who will win Championship play-offs?,"Millwall, Southampton, Middlesbrough and Hull City can still win promotion to the Premier League - but who will prevail?",https://www.bbc.com/sport/football/articles/c78k5811447o?at_medium=RSS&at_campaign=rss,wild card underdog win championship play off millwall southampton middlesbrough hull city win promotion premier league prevail,sport,sport
Germany defender Sule to retire this summer aged 30,Borussia Dortmund and Germany defender Niklas Sule chooses to retire this summer at the age of 30.,https://www.bbc.com/sport/football/articles/c2d24zz28y3o?at_medium=RSS&at_campaign=rss,germany defender sule retire summer age borussia dortmund germany defender niklas sule choose retire summer age,sport,social
Jeglertz's pride at creating Man City's 'winning culture',"Manchester City manager Andree Jeglertz says the club have created a ""winning feeling"" that they hope can lead to sustained success.",https://www.bbc.com/sport/football/articles/clypjqzg0wjo?at_medium=RSS&at_campaign=rss,jeglertz pride create man city win culture manchester city manager andree jeglertz say club create win feeling hope lead sustained success,sport,economic
How to follow the Premier League on the BBC this weekend,BBC Sport Ask Me Anything explains how to follow the Premier League on the BBC this weekend.,https://www.bbc.com/sport/football/articles/c0kpzljpz6lo?at_medium=RSS&at_campaign=rss,follow premier league bbc weekend bbc sport ask explain follow premier league bbc weekend,sport,sport
Why resolute Arsenal will believe prolific PSG can be beaten in final,"With Paris St-Germain waiting in the Champions League final, will Arsenal withstand the firepower of one of Europe's most formidable attacks and lift the trophy for the first time on 30 May?",https://www.bbc.com/sport/football/articles/ckgpxp9q8yno?at_medium=RSS&at_campaign=rss,resolute arsenal believe prolific psg beat final paris germain wait champion league final arsenal withstand firepower europe formidable attack lift trophy time,sport,sport
Football Daily,It will be PSG against Arsenal in the Champions League final,https://www.bbc.co.uk/sounds/play/p0njrb4c?at_medium=RSS&at_campaign=rss,football daily psg arsenal champion league final,sport,sport
Chelsea owners face moment of reckoning amid fan backlash,"The moment of reckoning has arrived for Chelsea's BlueCo ownership, which is now the target of an increasingly angry fanbase.",https://www.bbc.com/sport/football/articles/cy72gpv573no?at_medium=RSS&at_campaign=rss,chelsea owner face moment reckon amid fan backlash moment reckoning arrive chelsea blueco ownership target increasingly angry fanbase,sport,sport
How did Sheffield Wednesday avoid 15-point deduction?,Sheffield Wednesday fans thought their team would start next season on -15 points. Now they know they will start on zero - and here's why.,https://www.bbc.com/sport/football/articles/cz72vjp382go?at_medium=RSS&at_campaign=rss,sheffield wednesday avoid point deduction sheffield wednesday fans think team start season point know start zero,sport,sport
Victorian government overturns World Cup venue ban,The Victorian government has overturned a ban on World Cup matches being shown on big screens at Melbourne's Federation Square.,https://www.bbc.com/sport/football/articles/c1m2n93y927o?at_medium=RSS&at_campaign=rss,victorian government overturn world cup venue ban victorian government overturn ban world cup match show big screen melbourne federation square,sport,sport
Celtic could win double - but is change inevitable?,Celtic could yet have another successful domestic season despite a rancorous and turbulent campaign. But is lots of change at the club inevitable even with success?,https://www.bbc.com/sport/football/articles/c24213eqv87o?at_medium=RSS&at_campaign=rss,celtic win double change inevitable celtic successful domestic season despite rancorous turbulent campaign lot change club inevitable success,sport,sport
"Haiti's record scorer on Paisley, stunning Scotland & escaping Iran","Haiti's record scorer talks of his link to Scotland before facing them at the World Cup, and how he recently escaped Iran.",https://www.bbc.com/sport/football/articles/c936y13v7vzo?at_medium=RSS&at_campaign=rss,haiti record scorer paisley stunning scotland escape iran haiti record scorer talk link scotland face world cup recently escape iran,sport,sport
Three becomes two in Premiership title race - fan views,Fans of the top three sides in the Scottish Premiership tells BBC Scotland they believe the title race is now between Heart of Midlothian and Celtic after Rangers' defeat at Tynestle.,https://www.bbc.com/sport/football/articles/c4g49gzzgwlo?at_medium=RSS&at_campaign=rss,premiership title race fan view fan side scottish premiership tell bbc scotland believe title race heart midlothian celtic ranger defeat tynestle,sport,sport
Mexico players given World Cup training ultimatum,The Mexican Football Federation threatens to drop players from the country's World Cup squad if they fail to report for a training camp this week.,https://www.bbc.com/sport/football/articles/cvgzww4zzv7o?at_medium=RSS&at_campaign=rss,mexico player give world cup train ultimatum mexican football federation threaten drop player country world cup squad fail report training camp week,sport,sport
Neymar apologises for slapping teenager Robinho Jr,"Neymar apologises to his Santos team-mate Robinho Jr for slapping the teenager during a training session on Sunday, saying he ""crossed the line"".",https://www.bbc.com/sport/football/articles/c707ekx8l3eo?at_medium=RSS&at_campaign=rss,neymar apologise slap teenager robinho neymar apologise santos team mate robinho slap teenager training session sunday say cross line,sport,sport
"Adriano, Samba, R.Larcos - ranking the most iconic video game footballers","Fifa, Pro Evolution Soccer and Football Manager have been among the most popular football video games - but who are the most iconic players from them?",https://www.bbc.com/sport/football/articles/c78k1lv7d5no?at_medium=RSS&at_campaign=rss,adriano samba larco rank iconic video game footballer fifa pro evolution soccer football manager popular football video game iconic player,sport,sport
What happened to Everton's £40m signing Dibling?,The curious case of Tyler Dibling - BBC Sport chief football writer Phil McNulty asks what has happened to Everton's £40m youngster and what the future holds. ,https://www.bbc.com/sport/football/articles/cn5pz1d5432o?at_medium=RSS&at_campaign=rss,happen everton sign dible curious case tyler dible bbc sport chief football writer phil mcnulty ask happen everton youngster future hold,sport,sport
A remarkable finale - but will 13 chaotic minutes cost Man City title?,A chaotic 13-minute spell from Man City in the second half of a six-goal thriller at Everton could prove to be the visitors' undoing in the Premier League title race.,https://www.bbc.com/sport/football/articles/cedpn81ep1do?at_medium=RSS&at_campaign=rss,remarkable finale chaotic minute cost man city title chaotic minute spell man city second half goal thriller everton prove visitor undo premier league title race,sport,sport
What Champions League failure means for 'broken club' Chelsea,"After a sixth-straight league loss, Chelsea are almost certain to miss out on Champions League qualification - a bitter blow which is likely to have far‑reaching consequences.",https://www.bbc.com/sport/football/articles/c86en84x5wlo?at_medium=RSS&at_campaign=rss,champion league failure mean broken club chelsea sixth straight league loss chelsea certain miss champion league qualification bitter blow likely far reach consequence,sport,sport
The battle for sixth... and why teams might need to lose on final day,"As the Premier League's battle for European places hots up, BBC Sport assesses the situation - and some very strange potential quirks in the race.",https://www.bbc.com/sport/football/articles/cpqp9eqwe72o?at_medium=RSS&at_campaign=rss,battle sixth team need lose final day premier league battle european place hot bbc sport assess situation strange potential quirk race,sport,sport
"Ups, downs and the race for Europe","All you need to know about promotion, relegation and qualification for Europe in England and Scotland's top men's football leagues, and the Women's Super League.",https://www.bbc.com/sport/football/articles/c4gq030l414o?at_medium=RSS&at_campaign=rss,down race europe need know promotion relegation qualification europe england scotland man football league woman super league,sport,sport
"All done deals since February, including deadline day","Check out the significant signings and departures in the Premier League, Scottish Premiership, EFL and Women's Super League.",https://www.bbc.com/sport/football/articles/cy59zrq4ywgo?at_medium=RSS&at_campaign=rss,deal february include deadline day check significant signing departure premier league scottish premiership efl woman super league,sport,sport
Mo Salah: Never Give Up,The story of Mo Salah’s unlikely rise to global stardom.,https://www.bbc.co.uk/iplayer/episode/m002p54c?at_medium=RSS&at_campaign=rss,salah story salah unlikely rise global stardom,sport,political
Who has qualified for next season's Champions League?,BBC Sport's Ask Me Anything team explains which teams have already qualified for the 2026-27 edition of the Champions League.,https://www.bbc.com/sport/football/articles/crl177pxrl4o?at_medium=RSS&at_campaign=rss,qualify season champion league bbc sport ask team explain team qualify edition champion league,sport,sport
Which Premier League players are out of contract this summer?,"With a World Cup summer fast approaching, BBC Sport looks at which Premier League stars may be looking for new clubs.",https://www.bbc.com/sport/football/articles/c33l0gxm2ndo?at_medium=RSS&at_campaign=rss,premier league player contract summer world cup summer fast approach bbc sport look premier league star look new club,sport,sport
Why did Bayern Munich players wear cockatoo T-shirts?,Bayern Munich's players celebrated their 35th German top-flight title on Sunday with T-shirts displaying a cockatoo,https://www.bbc.com/sport/football/articles/c9vl4lyd4jzo?at_medium=RSS&at_campaign=rss,bayern munich player wear cockatoo shirt bayern munich player celebrate german flight title sunday shirt display cockatoo,sport,sport
How many points do you need to stay in the Premier League?,BBC Sport's Ask Me Anything team looks into the number of points needed to avoid relegation from the Premier League,https://www.bbc.com/sport/football/articles/cjrj2p1zg3eo?at_medium=RSS&at_campaign=rss,point need stay premier league bbc sport ask team look number point need avoid relegation premier league,sport,sport
How are the Scottish Premiership post-split fixtures decided?,"The Scottish Premiership split has again been a controversial talking point, so why does it exist and why is it so complicated?",https://www.bbc.com/sport/football/articles/cd0r4mvgglno?at_medium=RSS&at_campaign=rss,scottish premiership post split fixture decide scottish premiership split controversial talking point exist complicated,sport,economic
How does Scottish Premiership split work?,"The Scottish Premiership title race has been a hot topic all season and it's about to become even more interesting with the league's split.
",https://www.bbc.com/sport/football/articles/c80mernj7dyo?at_medium=RSS&at_campaign=rss,scottish premiership split work scottish premiership title race hot topic season interesting league split,sport,sport
Have all home nations ever played in same World Cup?,"With England and Scotland already qualified for the 2026 World Cup, Wales and Northern Ireland both face European qualifiers in March.",https://www.bbc.com/sport/articles/cpdy58d300zo?at_medium=RSS&at_campaign=rss,home nation play world cup england scotland qualified world cup wale northern ireland face european qualifier march,sport,sport
Stryjek 'never had doubt' about return from heart surgery,Kilmarnock goalkeeper Max Stryjek reveals how he has been living with a ticking time bomb of heart trouble for a decade but never had any doubts he would recover from last year's surgery.,https://www.bbc.com/sport/football/articles/cx21g417d6lo?at_medium=RSS&at_campaign=rss,stryjek doubt return heart surgery kilmarnock goalkeeper max stryjek reveal live tick time bomb heart trouble decade doubt recover year surgery,sport,social
Watch new Icons of Football - on iPlayer from Thursday,"Icons of Football is back, telling the incredible stories of how some of Scottish football's biggest stars made their names on the pitch and off it.",https://www.bbc.com/sport/football/articles/cqxp8np4dq8o?at_medium=RSS&at_campaign=rss,watch new icon football iplayer thursday icon football tell incredible story scottish football big star name pitch,sport,sport
FC Basel postpone fixture after stadium fire,"FC Basel's Swiss Super League match against FC Thun is postponed after a fire causes ""significant damage"" to Basel's St Jakob-Park stadium.",https://www.bbc.com/sport/football/articles/ce8jeg4k3p0o?at_medium=RSS&at_campaign=rss,basel postpone fixture stadium fire basel swiss super league match thun postpone fire cause significant damage basel jakob park stadium,sport,sport
Spalletti signs new Juventus contract amid Italy links,"Juventus manager Luciano Spalletti signs a two-year contract extension with the club, effectively ruling him out of a return to the Italy national team.",https://www.bbc.com/sport/football/articles/c4gvkg7e8mro?at_medium=RSS&at_campaign=rss,spalletti sign new juventus contract amid italy link juventus manager luciano spalletti sign year contract extension club effectively rule return italy national team,sport,sport
How Lens embraced underdog status to become PSG's title rivals,"Lens have pushed PSG closer than anyone in Ligue 1 this season and, with the sides still to meet again, still hold an outside shot at the title. ",https://www.bbc.com/sport/football/articles/cdxdeyrgze4o?at_medium=RSS&at_campaign=rss,lens embrace underdog status psg title rival lens push psg close ligue season side meet hold outside shot title,sport,sport
Legendary manager Lucescu dies five days after resigning as Romania coach,"Legendary manager Mircea Lucescu dies aged 80, five days after stepping down as Romania's head coach.",https://www.bbc.com/sport/football/articles/cgj0d8dz5dgo?at_medium=RSS&at_campaign=rss,legendary manager lucescu die day resign romania coach legendary manager mircea lucescu die age day step romania head coach,sport,sport
Frank's downfall: Inside his struggle to get players and fans onboard ,Thomas Frank has been sacked as Tottenham manager after just eight months in charge. BBC Sport's Sami Mokbel takes a closer look at his tenure.,https://www.bbc.com/sport/football/articles/cgmlv9d3k7no?at_medium=RSS&at_campaign=rss,frank downfall inside struggle player fan onboard thomas frank sack tottenham manager month charge bbc sport sami mokbel take close look tenure,sport,sport
"Cages, crushes and stabbings - is European away safety getting worse?",BBC Sport explores the safety issues fans face when following their team across Europe.,https://www.bbc.com/sport/football/articles/c2lg7kkqe11o?at_medium=RSS&at_campaign=rss,cage crush stabbing european away safety get bad bbc sport explore safety issue fan face follow team europe,sport,sport
The great number nine decline - where have England's strikers gone?,BBC Sport takes an in-depth look at why England lack centre-forward options behind Harry Kane - a far cry from when the likes of Les Ferdinand only won 17 caps.,https://www.bbc.com/sport/football/articles/cx2018n9dx5o?at_medium=RSS&at_campaign=rss,great number decline england striker bbc sport take depth look england lack centre forward option harry kane far cry like les ferdinand win cap,sport,sport
"Captain, player, manager, Mister, number one - Davids at Barnet",BBC Sport remembers Edgar Davids' 15 months as Barnet player-manager in League Two and the Conference.,https://www.bbc.com/sport/football/articles/cx2045vgx4qo?at_medium=RSS&at_campaign=rss,captain player manager mister number david barnet bbc sport remember edgar david month barnet player manager league conference,sport,sport
From farming village to Liverpool icon - the Salah story,"BBC Sport visits Egypt to discover what Mohamed Salah means to the people of the football-mad country, and how a small boy from humble beginnings became a national icon.",https://www.bbc.com/sport/football/articles/cx2xlk74llno?at_medium=RSS&at_campaign=rss,farming village liverpool icon salah story bbc sport visit egypt discover mohame salah mean people football mad country small boy humble beginning national icon,sport,sport
Napoli 'smell blood' & target Premier League's discarded stars,"After Scott McTominay was a hit, Napoli went back to the Premier League for Kevin de Bruyne, could more players follow them to Serie A?",https://www.bbc.com/sport/football/articles/cy5w4qzygzlo?at_medium=RSS&at_campaign=rss,napoli smell blood target premier league discard star scott mctominay hit napoli premier league kevin bruyne player follow serie,sport,sport
Raducanu targets WTA Tour return in Strasbourg,Emma Raducanu is targeting a return to the WTA Tour in Strasbourg in two weeks' time following her withdrawal from the Italian Open on health grounds. ,https://www.bbc.com/sport/tennis/articles/cpdpen4zd81o?at_medium=RSS&at_campaign=rss,raducanu target wta tour return strasbourg emma raducanu target return wta tour strasbourg week time follow withdrawal italian open health ground,sport,sport
Players will boycott a Slam 'at some point' over prize money demands - Sabalenka,"World number one Aryna Sabalenka believes players will boycott a Grand Slam ""at some point"" because of the ongoing dispute over prize money.",https://www.bbc.com/sport/tennis/articles/cx21klez7ppo?at_medium=RSS&at_campaign=rss,player boycott slam point prize money demand sabalenka world number aryna sabalenka believe player boycott grand slam point ongoing dispute prize money,sport,sport
'In a better place but not 100%' - Raducanu out of Rome as wait for return continues,Britain's Emma Raducanu withdraws from the Italian Open because of the post-viral illness that has kept her off the WTA Tour for two months.,https://www.bbc.com/sport/tennis/articles/c707kn51eylo?at_medium=RSS&at_campaign=rss,well place raducanu rome wait return continue britain emma raducanu withdraw italian open post viral illness keep wta tour month,sport,sport
Sinner wins in Madrid to set Masters title record,"Jannik Sinner becomes the first man to win five consecutive Masters 1,000 titles after beating Alexander Zverev in straight sets to win the Madrid Open.",https://www.bbc.com/sport/tennis/articles/c78k11e85zgo?at_medium=RSS&at_campaign=rss,sinner win madrid set master title record jannik sinner man win consecutive master title beat alexander zverev straight set win madrid open,sport,sport
Kostyuk beats Andreeva to win Madrid Open,"Ukraine's Marta Kostyuk beats Mirra Andreeva in straight sets to win the Madrid Open and her first title at WTA 1,000 level.",https://www.bbc.com/sport/tennis/articles/cdjp34vw7glo?at_medium=RSS&at_campaign=rss,kostyuk beat andreeva win madrid open ukraine marta kostyuk beat mirra andreeva straight set win madrid open title wta level,sport,sport
Japan's Nishikori to retire at end of 2026 season,"Former world number four Kei Nishikori says he ""gave it his all"" after announcing he will retire from tennis at the end of the 2026 season.",https://www.bbc.com/sport/tennis/articles/ce8p18r2r3po?at_medium=RSS&at_campaign=rss,japan nishikori retire end season world number kei nishikori say give announce retire tennis end season,sport,sport
Raducanu links up with coach from US Open win,"Emma Raducanu has linked up again with Andrew Richardson, who coached her to the US Open title as a teenage qualifier.",https://www.bbc.com/sport/tennis/articles/cvgze503904o?at_medium=RSS&at_campaign=rss,raducanu link coach open win emma raducanu link andrew richardson coach open title teenage qualifi,sport,sport
Draper out of French Open with knee injury,Britain's Jack Draper will miss the rest of the clay court season - including next month's French Open - with a knee tendon injury.,https://www.bbc.com/sport/tennis/articles/c7v965n0vvlo?at_medium=RSS&at_campaign=rss,draper french open knee injury britain jack draper miss rest clay court season include month french open knee tendon injury,sport,sport
History-making lucky loser Potapova into Madrid semis,Anastasia Potapova claims a thrilling win over Karolina Pliskova at the Madrid Open to become the first lucky loser to reach a WTA 1000 semi-final.,https://www.bbc.com/sport/tennis/articles/cy924e7qg05o?at_medium=RSS&at_campaign=rss,history make lucky loser potapova madrid semis anastasia potapova claim thrilling win karolina pliskova madrid open lucky loser reach wta semi final,sport,sport
Baptiste saves six match points to stun Sabalenka ,Hailey Baptiste saves six match points as she stuns world number one and defending champion Aryna Sabalenka in the quarter-finals of the Madrid Open.,https://www.bbc.com/sport/tennis/articles/c1e2p5lz6wyo?at_medium=RSS&at_campaign=rss,baptiste save match point stun sabalenka hailey baptiste save match point stun world number defend champion aryna sabalenka quarter final madrid open,sport,sport
Electronic line-calling in Madrid wrong - Rybakina,"Elena Rybakina says she does not ""trust"" the electronic line-calling system following a disputed decision in her win against Zheng Qinwen at the Madrid Open.",https://www.bbc.com/sport/tennis/articles/ceded45yjvpo?at_medium=RSS&at_campaign=rss,electronic line call madrid wrong rybakina elena rybakina say trust electronic line call system follow dispute decision win zheng qinwen madrid open,sport,sport
Boulter teams up with 'absolute icon' Williams in Madrid,"Briton Katie Boulter calls it a privilege to play alongside ""absolute icon"" Venus Williams as they reach round two of the women's doubles at the Madrid Open.",https://www.bbc.com/sport/tennis/articles/c1j76y9pdk0o?at_medium=RSS&at_campaign=rss,boulter team absolute icon williams madrid briton katie boulter call privilege play alongside absolute icon venus williams reach round woman double madrid open,sport,sport
Defending champion Alcaraz to miss French Open,Two-time defending champion Carlos Alcaraz says he will miss next month's French Open with an ongoing wrist injury.,https://www.bbc.com/sport/tennis/articles/c15de9d91jwo?at_medium=RSS&at_campaign=rss,defend champion alcaraz miss french open time defend champion carlos alcaraz say miss month french open ongoing wrist injury,sport,sport
Gauff beats Cirstea in Madrid despite stomach virus,Coco Gauff battles sickness as she comes from a set and a break down to beat Sorana Cirstea and reach the last 16 of the Madrid Open.,https://www.bbc.com/sport/tennis/articles/cgk0km8yjm0o?at_medium=RSS&at_campaign=rss,gauff beat cirstea madrid despite stomach virus coco gauff battle sickness come set break beat sorana cirstea reach madrid open,sport,sport
Battling Norrie beats Machac to advance in Madrid,"Briton Cameron Norrie says his gritty victory over Tomas Machac to reach the Madrid Open third round was ""one of the favourite matches"" of his career.",https://www.bbc.com/sport/tennis/articles/cn08dy9n3d1o?at_medium=RSS&at_campaign=rss,battle norrie beat machac advance madrid briton cameron norrie say gritty victory tomas machac reach madrid open round favourite match career,sport,sport
Injured Draper to miss Madrid and Rome tournaments,Jack Draper is thankful his injury is nothing too serious after pulling out of two clay court events in the run-up to the French Open in May.,https://www.bbc.com/sport/tennis/articles/cgldj550xg6o?at_medium=RSS&at_campaign=rss,injure draper miss madrid rome tournament jack draper thankful injury pull clay court event run french open,sport,sport
Rybakina beats Muchova in Stuttgart final,World number two Elena Rybakina beats Karolina Muchova in straight sets to clinch victory at the indoor clay-court tournament in Stuttgart.,https://www.bbc.com/sport/tennis/articles/ckg0exdkv09o?at_medium=RSS&at_campaign=rss,rybakina beat muchova stuttgart final world number elena rybakina beat karolina muchova straight set clinch victory indoor clay court tournament stuttgart,sport,sport
Injured Alcaraz & Djokovic pull out of Madrid Open,Carlos Alcaraz and Novak Djokovic pull out of next week's Madrid Open as their clay-court preparations for next month's French Open continue to be disrupted by injury.,https://www.bbc.com/sport/tennis/articles/cqj81rzp1dwo?at_medium=RSS&at_campaign=rss,injure alcaraz djokovic pull madrid open carlos alcaraz novak djokovic pull week madrid open clay court preparation month french open continue disrupt injury,sport,sport
Venus Williams loses 10th straight singles match,"Former world number one Venus Williams loses her 10th singles match in a row as she is beaten 6-2 6-4 by Kaitlin Quevedo at the Madrid Open.

",https://www.bbc.com/sport/tennis/articles/cdrm76xk000o?at_medium=RSS&at_campaign=rss,venus williams lose straight single match world number venus williams lose single match row beat kaitlin quevedo madrid open,sport,sport
Mental stress led to anti-doping charge - Vondrousova,"Former Wimbledon champion Marketa Vondrousova is charged with refusing a doping test by the ITIA in an incident the Czech player said happened as she had ""reached a breaking point after months of physical and mental stress"".",https://www.bbc.com/sport/tennis/articles/c0q9ydk2wg9o?at_medium=RSS&at_campaign=rss,mental stress lead anti doping charge vondrousova wimbledon champion marketa vondrousova charge refuse doping test itia incident czech player say happen reach breaking point month physical mental stress,sport,sport
Fils continues fine form to win Barcelona title,Arthur Fils continues his excellent recent form since returning from long-term injury by winning the clay-court title in Barcelona.,https://www.bbc.com/sport/tennis/articles/c0rxdz9xqkwo?at_medium=RSS&at_campaign=rss,fil continue fine form win barcelona title arthur fil continue excellent recent form return long term injury win clay court title barcelona,sport,sport
British doubles legend Murray retires from tennis,"Jamie Murray, who became the first British doubles player to rise to world number one, has announced his retirement from tennis.",https://www.bbc.com/sport/tennis/articles/cgk00p2p8j2o?at_medium=RSS&at_campaign=rss,british double legend murray retire tennis jamie murray british double player rise world number announce retirement tennis,sport,sport
Sinner beats Alcaraz to return to world top spot,Jannik Sinner is back to world number one after beating Carlos Alcaraz in the final in Monte Carlo.,https://www.bbc.com/sport/tennis/articles/c8dl5qge2r8o?at_medium=RSS&at_campaign=rss,sinner beat alcaraz return world spot jannik sinner world number beat carlos alcaraz final monte carlo,sport,sport
Draper retires in first round as injury woes continue,Britain's Jack Draper is forced to retire in the third set of his first-round match against Tomas Martin Etcheverry at the Barcelona Open because of a knee injury.,https://www.bbc.com/sport/tennis/articles/cy71j1pgg61o?at_medium=RSS&at_campaign=rss,draper retire round injury woe continue britain jack draper force retire set round match tomas martin etcheverry barcelona open knee injury,sport,sport
Seven-time Grand Slam champion Murray retires ,Seven-time Grand Slam champion Jamie Murray retires from tennis as one of the most-decorated doubles players in the world. Here's a look back at his 2007 and 2017 mixed doubles triumphs at Wimbledon. ,https://www.bbc.com/sport/tennis/videos/c4gdd6z0dlmo?at_medium=RSS&at_campaign=rss,seven time grand slam champion murray retire seven time grand slam champion jamie murray retire tennis decorate double player world look mixed double triumph wimbledon,sport,sport
Murray retires after 'tough year of tennis',"Seven-time Grand Slam champion Jamie Murray retires from tennis, saying he had no desire to return to the sport and has no regrets.",https://www.bbc.com/sport/tennis/videos/cwyxx81y0wlo?at_medium=RSS&at_campaign=rss,murray retire tough year tennis seven time grand slam champion jamie murray retire tennis say desire return sport regret,sport,sport
That's for you Rory! - Alcaraz toasts win with golf celebration,"Carlos Alcaraz beats Joao Fonseca in the Men's singles at the Miami Open, and celebrates with a golf swing in front on the spectating Rory McIllroy.",https://www.bbc.com/sport/tennis/videos/clyd2qep04zo?at_medium=RSS&at_campaign=rss,rory alcaraz toast win golf celebration carlos alcaraz beats joao fonseca man single miami open celebrate golf swing spectate rory mcillroy,sport,sport
