content,final_category,target,predicted_target
"Обслуговування жахливе ! Сиділа в черзі 2 години і виявилося, що консультація сьогодні не працює ! Новий талон і знову сиди 2 години. Купа людей всього 2 столи працює.Не державні послуги, а знущання ! Невже всього 2 працівника ? Єдине позитивне у візиті це охоронець. Дуже мило спілкувався з посмішкою.",Complaint / Dissatisfaction,negative,negative
Універ клас! Костянтин Миколайович (ЛКН©) - звір! 🔥🔥🔥…,Gratitude / Positive Feedback,positive,positive
"Я,мама двох діток,які відвідували та відвідують цей садочок,""Берізка"",я дуже задоволена,і дуже вдячна вихователям,та помічникам ,за старанність,працю,за знання та навички,прекрасну підготовку школи, які дали моїм діткам -путівку в майбутнє…",Gratitude / Positive Feedback,positive,positive
"Нещодавно зверталася до відділу прописки та виписки. Залишилась дуже задоволена. Моїм консультантом була Остапенко Діна. Дуже уважна, ввічлива, професіонал своєї справи. Все зробила швидко та якісно. Дякую, залишилися тільки приємні враження.",Gratitude / Positive Feedback,positive,positive
Компанія дуже сподобалася. Дуже ввічливі працівники. Питання вирішили дуже швидко та професійно!,Gratitude / Positive Feedback,positive,positive
"Типова міграційна там де не завжди можуть допомогти відразу а тільки після того як ти подзвониш на гарячу лінію і тобі скажуть йдіть до головних то все працює, не носять масок. А ще завжди потрібні дрібні гроші під час оплати послуг",Complaint / Dissatisfaction,negative,negative
"Дякую фахівцям Компанії ""Дельта-Консалтинг"" за професійну консультацію щодо оцінки збитків нерухомості від військових дій.",Gratitude / Positive Feedback,positive,positive
"Старовинна , історична будівля Львова. Зараз там є пожежна частина.",Neutral Comment,neutral,neutral
"І бібліотека багата, і для тих, хто вивчає англійську - знахідка, на 3-му поверсі розташований новий центр Window on America, відкритий завдяки посольству США, з безліччю літератури, відео, розмовним клубом, цікавими заходами. До речі, є…",Gratitude / Positive Feedback,positive,positive
"Модератори та інформатори дуже доступно і виразно все підкажуть і пояснять, респект! Завжди, коли тут буваю, залишаюся задоволеною обслуговуванням!",Gratitude / Positive Feedback,positive,positive
"Давно мріяла отримати гарну юридичну освіту, тому мій вибір припав саме на цей університет. Великий плюс, що від цього університету є коледж, тому все досить зручно, не треба додатко шукати якісь заклади вищої освіти, після коледжу.…",Gratitude / Positive Feedback,positive,positive
"Я дуже задоволена навчанням і викладачами Малої Комп'ютерної
Академії IT STEP, яка знаходиться в місті Харків. Мені завжди допомагають, пояснюють, якщо щось не розумію. Дуже швидко и легко запам'ятовується матеріал.…",Gratitude / Positive Feedback,positive,positive
"Хочу висловити вдячність співробітникам, працюють професійно та доброзичливо!",Gratitude / Positive Feedback,positive,positive
"Прекрасне місце. Чисто прибрано. Відчувається, що працюють люди, які є інтузіастами своєї праці.",Gratitude / Positive Feedback,positive,positive
"Все чудово. Потрібна була довідка для заміни посвідчення водія, за часом зайняло 5-10 хвилин. Необхідна довідка про групу крові, резус фактор, 2 фотографії та гроші)) (205грн)",Gratitude / Positive Feedback,positive,positive
"Черги не було, ставлення працівників до відвідувачів-хороше. Поменше паперів всяких, і було б взагалі відмінно.",Suggestion / Idea,neutral,negative
"Про університет залишилися теплі спогади та корисні навички та знання.
Дорожньо-будівельний факультет має гарний викладацький склад, який грамотно навчить, розкаже і покаже весь матеріал, що вивчається.",Gratitude / Positive Feedback,positive,positive
Забрала паспорт. Все на висоті. Відділ біометрики. Дякую.,Gratitude / Positive Feedback,positive,positive
"05.05.25 Огидне ставлення до клієнтів ветклініки!
Почну з того, що було зроблено запис на прийом, тому що у мене двомісячна дитина і сидіти в живій черзі чекати на прийом мені не підходить. Я приїхала за часом,…",Complaint / Dissatisfaction,negative,negative
Багато циган жебраків на площі Ринок та навколо історичного центру. І ніхто цих жебраків не ганяє. У вуличних кафе спокійно не посидиш .... відкупився від одних жебраків тут же підходять інші ... жах. давно таке не бачив і не відчував.,Complaint / Dissatisfaction,negative,negative
Сучасний сервісний центр.Приємний персонал.Швидке обслуговування.,Gratitude / Positive Feedback,positive,positive
"Хочу подякувати особисто Наталії Лишафай (спеціаліст відділу реєстрації та зняття з реєстрації) за допомогу у вирішенні мого питання. Завдяки її професіоналізму та компетентності я швидко отримала необхідні довідки, консультації щодо подальших моїх дій.",Gratitude / Positive Feedback,positive,positive
"Дуже приємний персонал, чудова адміністрація , кваліфікація майстрів на найвищому рівні, якщо захочу робити тату, то прийду тільки до цього салону, адміністратор - зірочка",Gratitude / Positive Feedback,positive,positive
"Звертався стосовно оформлення пенсії. Адвокат Ірина Анатольевна та помічник Валерія Юріївна. Послуга не дешева але воно того варте, просто відсканувать всі документи, зробити висновок-обгрунтування, всьо то запхнуть в електронну форму…",Gratitude / Positive Feedback,positive,positive
"Була на консультації у Валерії Юріївни.Дуже допомогла,консультацією задоволена ❤",Gratitude / Positive Feedback,positive,positive
"Ірино Олегівно, дякую вам за допомогу! Ви мені дуже допомогли у моєму питанні! Все чітко, по поличках, нічого зайвого! Велике вам спасибі!",Gratitude / Positive Feedback,positive,positive
"Альтерскул стали друзями, місцем сили, чимось цінним, особливим та значущим у моєму житті.  Я була на Інтенсиві, була на Зануренні та на Комунікації.  Усі три курси сподобалися, особливо занурення.  Воно вростає під шкіру, воно охоплює…",Gratitude / Positive Feedback,positive,positive
"Зайшов до адміністрації, у реєстратурі підказали куди йти, у кабінеті без проблем вирішили питання, наскільки це було можливо, навіть жодного разу ніхто не нагрубіянив, не маю жодних претензій",Gratitude / Positive Feedback,positive,positive
"Сьогодні купували саджанці. Дякуємо! Працівниці на складі ввічливі, терплячі, підкажуть і порадять. Особлива подяка Вам, Катю.",Gratitude / Positive Feedback,positive,positive
Задоволений обслуговуванням у відділі біометричних документів. Дякую.,Gratitude / Positive Feedback,positive,positive
"Прекрасна архітектура, яка спаплюжена людиськами, що вирішили робити бізнес.
Організації 0. Зганяють відвідувачів в шалені черги, примушуючи стояти в натовпі. Навіть тим, хто не хоче екскурсії, доводиться стояти в чергах і таки йти з…",Complaint / Dissatisfaction,negative,negative
"Була на консультації в Олександра Володимировича з питань по кримінальному провадженні, все зрозуміло роз'яснив. Дякую за допомогу",Gratitude / Positive Feedback,positive,positive
"Зверталась до Бобровицького ЦНАПу, дуже кваліфіковані спеціалісти. Особливо професійно виконує свої обовʼязки Адміністратор Валентина. Щиро дякую їй за допомогу та консультацію!",Gratitude / Positive Feedback,positive,positive
"Це чудове місце для панорамних знімків Старого міста. Найкраще відвідувати в робочий час у будній день, оскільки там буде менше людей, які намагатимуться сфотографувати. Це також досить пригода встати. Вам потрібно піднятися по крутих…",Suggestion / Idea,neutral,neutral
"Ремонт гарний. Персонал – гості з минулого. В обідній час усі ""фахівці"" залишили свої робочі місця - залишивши одного - щоб не гавкали відвідувачі.",Complaint / Dissatisfaction,negative,negative
"Жахливо довге очікування у черзі, яка ніяк не впорядкована, всі номери йдуть у розкид. Хтось йде через 5 хвилин після приходу, а хтось сидить/стоїть по 2 години.",Complaint / Dissatisfaction,negative,negative
"А в самому держреєстрі майнових прав, ваш будинок є?",Question / Request for Help,neutral,neutral
"Дуже гарний університет, архітектура вражає, рекомендую відвідати та побачити цю красу на власні очі🥰…",Gratitude / Positive Feedback,positive,positive
"Проходив курс акторського та ораторського мистецтва, залишився задоволений.  Курс добре побудований, чудові викладачі!",Gratitude / Positive Feedback,positive,positive
"Перший відгук був негативний, змінила, тому на нього оперативно відреагували і я змогла отримати знання, які хотіла. Мені дуже сподобався навчальний процес. Дякую моєму викладачеві та навчальній частині, менеджер Юлія дуже уважно та відповідальна",Gratitude / Positive Feedback,positive,positive
"Доброго ранку, друзі! Потрібна ваша участь у розробці Стратегії розвитку Миколаївської міської територіальної громади до 2027 року. Прошу заповнити онлайн-форми Опитувальний лист для мешканців  Опитувальний лист для ВПО Опитувальний лист для молоді",Question / Request for Help,neutral,neutral
"Просто неподобство, візьми талон і почекай півгодини, щоб мені сказали, що треба брати інший талон і записуватись на 1 жовтня (сьогодні 16.09). А мені модератор не міг сказати цієї інформації?! Працівниця на місці 16 на другому поверсі,…",Complaint / Dissatisfaction,negative,negative
"Була записана на видалення тату. Майстер Даша чудово провела процедуру. Звертаюсь до неї не перший раз. Задоволена і рекомендую. Підхід професійний, рекомендації,  поради по догляду. Я задоволена.",Gratitude / Positive Feedback,positive,positive
"Серце міста, дуже красиво, можна піднятися на вершину вежі, звідти відкривається чудовий краєвид на місто",Gratitude / Positive Feedback,positive,neutral
Графік роботи на сайті не відповідає дійсності. Години вказані не корректно,Complaint / Dissatisfaction,negative,negative
"На жаль залишаю тут негативний відгук. Коли я звернувся щодо переоформлення паспорта – мені відмовили, аргументувавши це тим, що якщо ти прописаний у Харкові, то у Харкові, мовляв, і переоформляй. В іншому ЦНАП мені вдалося без будь-яких…",Complaint / Dissatisfaction,negative,negative
"Щоб отримати свій диплом, потрібно чекати пані годину, поки вона завершить свої «важливі справи». А коли кажеш, що довго чекав процедури, яка зайняла 2 хвилини, ще й починають хамити.",Complaint / Dissatisfaction,negative,negative
"Чудове місце,раджу побувати,але мінус за плату з людини 50гр це дороговато",Complaint / Dissatisfaction,negative,negative
Швидко відповідають на дзвінки. Хороша віддача та робота з клієнтами.,Gratitude / Positive Feedback,positive,positive
"Жах!Додзвонитися не можливо ні до кого!Листи пишеш-вони на них чхати хотіли,ігнор повний.Не компетентні працівники які не знають своє діло!",Complaint / Dissatisfaction,negative,negative
Тут пройшло моє студентство на борцівському килимі під проводом А.А. Ст. Михайленко,Neutral Comment,neutral,positive
"Робили замовлення на ситуаційний план зі штампом ""придатно"". Укргеокарт величезні молодці, зробили документ навіть раніше домовленого терміну, швидко та приємно) окремо вдячна за те, що змогли увійти в моє положення та надіслали документ поштою, за таку клієнтоорієнтованість даю і шосту зірочку ⭐️ 🤭…",Gratitude / Positive Feedback,positive,positive
"Найкращі спогади, гарний пед колектив, до студентів ставляться з повагою.",Gratitude / Positive Feedback,positive,positive
"Відмінне місце для навчання. Хто хоче здобути знання, тут їх зможе отримати",Gratitude / Positive Feedback,positive,positive
"З недавнього часу навчаюсь тут, поки все подобається.)",Gratitude / Positive Feedback,positive,positive
"Мав чудовий вид на місто. Досить чудово в основному взимку, коли йде сніг.",Gratitude / Positive Feedback,positive,positive
Світла немає - сервіс не працює 😵‍💫 Що таке генератор? ніхто не знає 🥲…,Complaint / Dissatisfaction,negative,negative
"Возили свого песика на стерилізацію.
Дякую величезному персоналу, всі дуже добре пояснюють, оперцію зробили швидко та якісно!!!!",Gratitude / Positive Feedback,positive,positive
"Дуже вдячна судді Ніжинського міськрайонного суду Гагариній Т.О. за справедливе рішення суду. Відмову колекторській компанії про стягнення боргу, яким я не користувалась.",Gratitude / Positive Feedback,positive,positive
"Хочу висловити величезну подяку провідному спеціалісту КП «Центр поводження з тваринами» Олегу Володимировичу! На мого собаку лабрадора-ретрівера 9.12.2019 напали два собаки без намордників і повідців у центрі міста, один із собак пітбуль,…",Gratitude / Positive Feedback,positive,positive
"Приємний персонал, швидко допомогли у вирішенні проблеми",Gratitude / Positive Feedback,positive,positive
"Найкращі юристи і дуже хороші люди! Допомогли у кредитній справі, професійну пораду дали! Раджу всім і якщо буде потреба звернусь лише до П.Світлани! Велике вам дякую!",Gratitude / Positive Feedback,positive,positive
"Незрозумілі черги з урахуванням того, що записано на один час, а потрапляєш на обслуговування в зовсім інший час. На додаток до всього потрібно пройти на стійку адміністрації та поскандалити.…",Complaint / Dissatisfaction,negative,negative
"Навчався, коли він був ще ХІСІ. Найтепліші спогади.",Gratitude / Positive Feedback,positive,positive
Секретарки з 13 кабінету - хамки із синдромом вахтера,Complaint / Dissatisfaction,negative,negative
"Це найкраще місце, яке я зустрічав. Там я навчився всього",Gratitude / Positive Feedback,positive,positive
"У тяжкий для України час мер нашого міста Ігор Терехов  старається створювати радісні моменти для дітей. Надзвичайно приємним став випускний вечір цьогоріч.
Щира подяка Ігорю Олександровичу  Терехову від усіх батьків і дітей…",Gratitude / Positive Feedback,positive,positive
"Дякую за оперативну допомогу, привітність та швидкість роботи з надання послуги по місцю проживанню Лейчук Руслану Миколайовичу!",Gratitude / Positive Feedback,positive,positive
"Дуже впорядкували все, чисто, тепло, поставили пандуси.",Gratitude / Positive Feedback,positive,positive
"Фантастично гарний і унікальний  у своїй природі коледж. Викладачі щирі та привітні. В кожного викладача є свій особливий індивідуальний підхід до студентів . Вільне спілкування між викладачем та студентом, велика кількість аудиторій,…",Gratitude / Positive Feedback,positive,positive
Дуже низька кваліфікація у суддів Скрипченка та Кондус...,Complaint / Dissatisfaction,negative,positive
"Сьогодні стартувала програма ""єВідновлення"". Як можна отримати компенсацію за зруйноване житло через Дію? Як подати заявку на послугу, отримати картку. Нагадаємо, яким є порядок надання державної допомоги на ремонт пошкодженого житла.   Підписатися   #восстановлениедомов #єВідновлення #Дія #відновленняжитла",Question / Request for Help,neutral,neutral
"Поки оформляєш і поки не сплатив усе на рівні, Але видача повний жах - повільність не компентентність; а хочеш швидше плати ще 1500 .... однозначно не рекомендую",Complaint / Dissatisfaction,negative,negative
"Це не коледж, а базар. Таких хабарів і поборів немає навіть у ВУЗах. Знань, звичайно тут не дають!",Complaint / Dissatisfaction,negative,negative
"Робила два тату в салоні,сервіс чудовий. Майстриня Кріс чудовий майстер ❤️",Gratitude / Positive Feedback,positive,positive
"Хотілося б залишити позитивний відгук про роботу вашої компанії загалом, і про юристів Ірину Шумську та Ганну Кошулінську, зокрема.
Я хочу відзначити компетентність і професійні якості Ірини, уміння і готовність…",Gratitude / Positive Feedback,positive,positive
Сподобалася консультація юриста Максима Юрійовича 👍🏻💯…,Gratitude / Positive Feedback,positive,positive
"академія крок навчила і продовжує вчити мене багато чого в індустрії технології в 2021 році .прекрасне місце для ваших дітей ,цікаво захоплююче ,приємне времz припроводження .прекрасні викладачі зустрінуться на вашому шляху або шляху вашої…",Gratitude / Positive Feedback,positive,positive
"Величезна територія легко заблукає. Кожен займається чим хоче, хто вчиться, хто бухає",Complaint / Dissatisfaction,negative,positive
"Персонал дуже приємний, є можливість реєструватися через інтернет.",Gratitude / Positive Feedback,positive,positive
"Доброго дня! Підкажіть, будь ласка, до якого кабінету звертатися з наступного питання: У сина перестала діяти ID карта (була видана як перший паспорт на три роки). Йому треба одержати нову ID карту. До якого кабінету звертатися? І які документи потрібні для отримання нової ID картки?",Question / Request for Help,neutral,neutral
"Я хочу подякувати адвокату Денису Штабовенко за надану допомогу у вирішенні мого питання. Завжди обов'язкова, коректна, ввічлива, загалом людина на своєму місці і знає, чим вона займається! Справа виграли, чому я дуже рада!
Рекомендую :)",Gratitude / Positive Feedback,positive,positive
У паспортному відділі все чудово. Сервіс гарний. Дякую.,Gratitude / Positive Feedback,positive,positive
"Навчаюся в Малій Комп'ютерній Академії КРОК вже понад 2 роки і можу сказати з упевненістю - це найкраща Комп'ютерна Академія не тільки в Україні, а й у всьому світі!…",Gratitude / Positive Feedback,positive,positive
"Жахливо, чекала півтори години коли мене викличуть, у результаті довелося самій підійти запитати і на мою про мене просто забули. Це ще добре, потім при оплаті з мене взяли на 500 гривень більше, нічого не сказавши про це. На сайті ціна вказана 1446, з мене взяли 1900. Невідомо, за що. Жахливе місце нікому не раджу",Complaint / Dissatisfaction,negative,negative
Чудове місце. Просто чудове. Викладачі високого рівня. Рекомендую поступати саме в цей університет,Gratitude / Positive Feedback,positive,positive
"Щиро вдячна за все!
Ці 5,5 років навчання були чудовими !
Люблю.Живу.#НЮУ
♥️♥️♥️♥️",Gratitude / Positive Feedback,positive,positive
"Доброго дня. Які правила перетину кордону для інвалідів, які документи потрібні? Інвалідність 2ї групи",Question / Request for Help,neutral,negative
"Однозначно варто забратися нагору, хоч і нелегко, тільки дратують отари туристів, ну та куди без цього",Complaint / Dissatisfaction,negative,positive
"дуже затишне місце, відчуваєш себе як вдома

велика кількість старих людей з грошима, це Монако init?",Suggestion / Idea,neutral,positive
"Працівники завжди привітні, по телефону подали повний перелік необхідних документів.",Gratitude / Positive Feedback,positive,positive
Валерія Юріївна все чудово пояснила і проконсультувала.Дуже гарна і ввічлива юрист🙂…,Gratitude / Positive Feedback,positive,positive
"Чудовий салон, кращий в місті, з класною атмосферою та приємним і дружнім персоналом, майстер зробив тату на відміно)))❤️ Велике спасибі)))",Gratitude / Positive Feedback,positive,positive
Ідіть на екскурсію не пошкодуєте. У такому університеті хочеться вчитися!,Gratitude / Positive Feedback,positive,positive
"Сьогодні возили морську свинку до лікаря Ілоні Володимирівни, я не можу словами описати свою подяку цій людині, вона врятувала життя цьому маленькому створенню. Ілона Володимирівна настільки уважно ставитися до проблем тварин, що просто дивуєшся, величезне спасибі за вашу працю,",Gratitude / Positive Feedback,positive,positive
Відділення закрите ПЕРЕЇХАЛИ і тіл вже не актуальний,Complaint / Dissatisfaction,negative,positive
"Не знаю що очікувати від місцевої державної установи. Після того як оформлював землю, будь яка установа де не треба приїжджати о 5:00 і бути 15м в черзі, а за день обслуговують 20 людей, і коли в 15:30 дня приходить твоя черга і кажуть що в…",Complaint / Dissatisfaction,negative,negative
Подавала на оформлення українського паспорту. Все чудово,Gratitude / Positive Feedback,positive,positive
"Академія КРОК неймовірно круте місце. За 2 тижні навчання я роблю, що раніше вважала неймовірним. Дякую за вашу працю.",Gratitude / Positive Feedback,positive,positive
"Дуже дякую, все швидко та якісно. Дуже приємні та ввічливі працівники",Gratitude / Positive Feedback,positive,positive
"Жахливе відношення працівників до людей. Чомусь вони вирішили ,  що можуть поводити себе грубо з людьми . Якщо так то нехай шукають іншу роботу",Complaint / Dissatisfaction,negative,negative
"Чудовий сервіс. Побачивши оцінку в Гугл 2.1 йшла з острахом.
Але панянки чудові. Була у віконниці 9. Пані Світла чарівна та професійна.",Gratitude / Positive Feedback,positive,positive
Дякую працівнику ЦНАПу п. Надії Шевчук за оперативність та професійність у наданні інформацііі,Gratitude / Positive Feedback,positive,positive
Чернівецький університет вражає! Унікальна архітектура. Приголомшливий інтер'єр. Це варто побачити!,Gratitude / Positive Feedback,positive,positive
"Дуже некомпетентні люди працюють, графіки роботи вражають (більше не працюють ніж працюють), черги величезні. Не рекомендую !",Complaint / Dissatisfaction,negative,negative
Просторово. У їдальні смачно годують. Величезна вбиральня. Мінус за тверді лавки всередині.,Complaint / Dissatisfaction,negative,positive
"Звертався неодноразово до Паспортного Сервісу, завжди все на вищому рівні! Черга рухається швидко, ввічливий персонал, все чітко і зрозуміло!
Паспорт виготовили раніше ніж обіцяли, що дуже приємно!…",Gratitude / Positive Feedback,positive,positive
"Доброго дня хочу залишити позитивну рекомендацію Академії КРОК. Дочка навчається третій рік, на заняття йде із задоволенням. Я дуже задоволена здобутими знаннями та навичками. Дякуємо академії КРОК. Рекомендую.",Gratitude / Positive Feedback,positive,positive
"Записався до школи на курс інтернет-маркетингу.
Всі добре розповіли, як сплатити, що входить у курс.
Можна проходити віддалено 🔥🔥…",Gratitude / Positive Feedback,positive,positive
"Здрастуйте хочу розповісти свою сумну історію співпраці з адвокатським бюро ""ЮрКон"", яке працює у Чернігові. Звернувся у жовтні 2020 року з приводу здирництва грошей правоохоронними органами, а саме начальником Солом'янського РуВС у місті…",Complaint / Dissatisfaction,negative,positive
"Працює кінчені тварини. Пропустили мій запис. Видали талон на живу чергу в якій просидів 3.5 години і толку немає.
Хамське ставлення нецензурно виражаються у бік відвідувачів. За 3.5 години поки був там всі хто виходили були дуже м'яко сказано незадоволені",Complaint / Dissatisfaction,negative,negative
"Крок — це місце, де є чудова атмосфера, яка надихає і мотивує. Рекомендую",Gratitude / Positive Feedback,positive,positive
"Отримав консультацію у Валерії Павлівни, дуже чітко та зрозуміло надала відповіді по моїм питанням, раджу.",Gratitude / Positive Feedback,positive,positive
Дякую за консультацію юристу із сімейних питань Олександру Павловичу,Gratitude / Positive Feedback,positive,positive
"Це найкращий ЦНАП у Львові!
В силу своєї роботи ходжу до них доволі часто вже 5 років, здебільшого супроводжую іноземців…",Gratitude / Positive Feedback,positive,positive
"Вже писали... продублюю - це дно. Очікування, черга, очікування, знов черга, перерва і так по колу. Наберіться терпіння, якщо плануєте звернутися сюди",Complaint / Dissatisfaction,negative,negative
"Щиро дякую за допомогу працівникам ЦНАПу, дівчата швидко та кваліфіковано допомогли нам у вирішенні наших питань!",Gratitude / Positive Feedback,positive,positive
"Державна установа, де особливо не церемоняться, вражає особливим колоритом під'їзд та сходи до установи, саме установи бо вхід через грати і строго по запису.",Complaint / Dissatisfaction,negative,negative
"Жахлива система, ніхто нізащо невідповідає, доводиться багато витрачати часу...",Complaint / Dissatisfaction,negative,negative
"Викладацький склад ЕІ заслуговує на повагу. Відмінна підготовка фахівців, хороша техніка та євро ремонт ☺",Gratitude / Positive Feedback,positive,positive
"Допомогли з України вклеїти візу в Канаду малюку. Все добре, за 2 тижні все зробили, як і обіцяли.",Gratitude / Positive Feedback,positive,positive
"Навчаюся вже 2 тижні і враження вже складаються!
Можу сказати, що в академії хороше ставлення викладачів до студентів, немає ""БУЛІНГУ"", як це може відбуватися в багатьох інститутах. Так само немає такого що, кожен сам за себе, ось це найбільше тішить. Робимо перші КРОКИ, в академії КРОК.",Gratitude / Positive Feedback,positive,negative
"Рішення по справі прийшло через 3 місяці, і вже була прострочена оплата штрафу",Complaint / Dissatisfaction,negative,negative
"Замовляла табличку на ворота задоволена дуже швидко зробили саме те, що мені потрібно швидка доставка якісно",Gratitude / Positive Feedback,positive,positive
"05.06 здавала іспит по практиці. Персонал дуже ввічливий, раді допомогти з будь-яким питанням. Оцінюють якісно та справедливо. Дуже дякую!)",Gratitude / Positive Feedback,positive,positive
"Садко, дит-садок там де класно кормлять та виховують якщо у вас є дитина рекомендую!",Gratitude / Positive Feedback,positive,neutral
Велике спасибі колективу управління! У мами було спірне питання щодо субсидії – всі пояснили та підказали шляхи вирішення.,Gratitude / Positive Feedback,positive,positive
"Віктору Миколайовичу дякую за якісну консультацію,все розжував,пояснив зрозуміло👍…",Gratitude / Positive Feedback,positive,positive
"Цікаві заняття. Інформацію викладають доступно.  Під час карантину дуже зручно займатися вдома, ні чим не гірше їм в аудиторії, є можливість спілкуватися з викладачем та вивчити нову програму.",Gratitude / Positive Feedback,positive,negative
"Не знаю може мені просто не пощастило, але перше моє звернення до цієї служби мені не сподобалося, тим більше що я туди прийшла просто за консультацією, але мене навіть не вислухавши, відправили додому. Хотілося б більш лояльного обслуговування.",Complaint / Dissatisfaction,negative,negative
"Хороший і кваліфікований сервіс, комфортне та зручне приміщення. Оновлював дані для ТЦК - незважаючи на невелику чергу, все було зроблено досить швидко.  Відчувається, що персонал на своєму місці - ввічливий, компетентний. Особливо хотів би…",Gratitude / Positive Feedback,positive,positive
"Хочу подякувати викладачів за хорошу підготовку і допомогу при навчанні. Вони дали знання, необхідні для роботи на підприємстві.",Gratitude / Positive Feedback,positive,positive
Є дитяча ігрова кімната. Оперативно обслуговують клієнтів.,Gratitude / Positive Feedback,positive,positive
"Підкажіть,як можна додатись в телеграм чат, щодо євідновлення?",Question / Request for Help,neutral,neutral
"Рекомендую
Дякую
Приємно від входу в приміщення і до фіналу іспиту.",Gratitude / Positive Feedback,positive,positive
Нічого не роблять. Цю компанію хвилює лише рівень зарплат. А робити нічого не треба,Complaint / Dissatisfaction,negative,negative
Старий але надійний спосіб витрати роки студентського життя,Neutral Comment,neutral,neutral
"був на консультації у юриста Олега вікторовича по пенсійним питанням, рекомендую",Gratitude / Positive Feedback,positive,positive
"Дякую адвокату-юристу  Валерї Павлівні Редько-допомогла у оскарженні ВЛК
Звертайтесь! Дуже розумна",Gratitude / Positive Feedback,positive,positive
Подала документи на біометричний паспорт. Сервіс дуже чудовий. Всім рекомендую.,Gratitude / Positive Feedback,positive,positive
Навчалася в інституті з 2009 по 2013 рік. Відмінний навчальний заклад. Всім викладачам велике спасибі. Особлива подяка Шубіній Лідії Юріївні.,Gratitude / Positive Feedback,positive,positive
"Моя вам порада: обминайте цю шарашкіну контору десятою дорогою. Побачила рекламу, прийшла на консультацію в п'ятницю десь о 13:30, але було зачинено, хоча мали б працювати до 19:00 (як пізніше розповіла людина, яка працює в цій будівлі, у…",Complaint / Dissatisfaction,negative,negative
"Самий найкращий сервісний центр у якому мені довелось побувати!
Працівники надзвичайно ввічливі і привітні, працювати із таким персоналом- одне задоволення!…",Gratitude / Positive Feedback,positive,positive
Відділення видачі біометричних документів - найкращі👍…,Gratitude / Positive Feedback,positive,positive
"Знаходжусь у ЦНАПі вже 2 години і до моєї черги ще як мінімум 30 хвилин. Хіба це зручності? А ще й не зрозуміло, чому немає даних у реєстрі про дітей, якщо нічого в сім'ї не змінювалося. Прийшла з питання субсидії (до цього двічі дзвонила…",Complaint / Dissatisfaction,negative,negative
"Доброї доби! Я розпочав навчання у харківській філії комп'ютерної академії КРОК. Відразу хочу наголосити на рівні знань викладачів. Це люди, які мають за плечима багаторічний досвід роботи в різних сферах IT і це відчутно. Хотілося б…",Gratitude / Positive Feedback,positive,positive
